caseid,weight,sample,int_date,lang,cregion,state,usr,density,form,q1,q2a,q2b,q2c,q2e,q2f,q2gf1,q2hf2,q3,q4,q5a,q5b,q5c,q6,q7,q8,q9f1,q9f1_code1,q9f1_code2,q9f1_code3,q12a,q12b,q13,q16,q17,q18,q20f1,q21af2,q21bf2,q21cf2,q23,q24a,q24b,q24c,q24d,q24e,q24f,q25,q27,q28,q29,q30,q32,q33,q34,q35,q37,q38,q39,q40,q41,knosct14,knosct15,knosct16,knosct17,knosct18,knosct19,knosct_count,sexz,agerec,educ2,scideg,hisp,racecmb,race3m1,race3m2,race3m3,race3m4,racethn,birth_hisp,usborn,marital,parent,citizen,relig,chr,born,attend,income,reg,party,partyln,ideo,hh1,hh3,eminuse,intmob,ql1,ql1a,qc1
103828.0,30.142857142857142,1.0,82214.0,1.0,3.0,47.0,R,1.0,1.0,2.0,3.0,2.0,4.0,2.0,4.0,3.0,,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,,,,,1.0,1.0,1.0,2.0,,2.0,3.0,,,,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,60.0,3.0,,2.0,1.0,1.0,,,,1.0,,1.0,1.0,2.0,,1.0,,1.0,4.0,4.0,1.0,1.0,,2.0,2.0,3.0,1.0,1.0,1.0,,
103829.0,1.7142857142857142,1.0,82214.0,1.0,3.0,48.0,S,5.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,9.0,2.0,,,,,1.0,1.0,9.0,9.0,,9.0,9.0,,,,9.0,9.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,9.0,2.0,9.0,1.0,2.0,9.0,9.0,9.0,1.0,9.0,2.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,2.0,99.0,6.0,2.0,2.0,1.0,1.0,,,,1.0,,1.0,5.0,2.0,,1.0,,1.0,3.0,10.0,1.0,1.0,,3.0,1.0,,1.0,2.0,2.0,,
103845.0,1.5,1.0,82214.0,1.0,3.0,48.0,U,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,1.0,1.0,1.0,2.0,,1.0,1.0,,,,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,5.0,1.0,26.0,6.0,1.0,2.0,3.0,3.0,,,,4.0,,2.0,6.0,2.0,2.0,7.0,,,6.0,6.0,3.0,3.0,2.0,3.0,1.0,,1.0,1.0,1.0,,
103853.0,6.285714285714286,1.0,82214.0,1.0,3.0,1.0,U,3.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,,,,,1.0,1.0,1.0,1.0,2.0,1.0,,2.0,,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,1.0,52.0,4.0,,2.0,1.0,1.0,,,,1.0,,2.0,1.0,2.0,1.0,1.0,,1.0,2.0,8.0,1.0,1.0,,3.0,4.0,4.0,1.0,1.0,1.0,,
103854.0,2.2857142857142856,1.0,82214.0,1.0,3.0,48.0,S,4.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,6.0,1.0,40.0,8.0,1.0,2.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,2.0,,2.0,4.0,9.0,2.0,3.0,2.0,3.0,5.0,2.0,1.0,1.0,1.0,,
103860.0,20.071428571428573,1.0,82514.0,1.0,3.0,1.0,R,1.0,1.0,2.0,9.0,4.0,1.0,2.0,4.0,4.0,,4.0,1.0,9.0,9.0,1.0,1.0,1.0,1.0,1.0,99.0,,,1.0,1.0,2.0,2.0,,9.0,3.0,,,,9.0,2.0,1.0,9.0,2.0,2.0,2.0,2.0,1.0,1.0,9.0,1.0,2.0,2.0,2.0,9.0,4.0,2.0,1.0,1.0,9.0,8.0,8.0,8.0,3.0,8.0,9.0,1.0,2.0,53.0,2.0,,2.0,1.0,1.0,,,,1.0,,1.0,5.0,2.0,,1.0,,1.0,1.0,10.0,2.0,3.0,9.0,9.0,1.0,,2.0,2.0,1.0,,
103866.0,3.357142857142857,1.0,82214.0,1.0,3.0,24.0,S,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,,4.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,,,,9.0,9.0,2.0,2.0,,1.0,,1.0,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,8.0,2.0,1.0,1.0,8.0,0.0,2.0,99.0,3.0,,2.0,9.0,9.0,,,,9.0,,1.0,9.0,2.0,,99.0,1.0,1.0,1.0,10.0,1.0,9.0,9.0,9.0,9.0,1.0,2.0,2.0,2.0,2.0,
103869.0,2.2857142857142856,1.0,82214.0,1.0,3.0,37.0,S,4.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,,,,1.0,1.0,2.0,1.0,2.0,1.0,2.0,,,,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,6.0,1.0,40.0,6.0,2.0,2.0,1.0,1.0,,,,1.0,,1.0,1.0,2.0,,1.0,,2.0,4.0,9.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,,
103894.0,4.5,1.0,82214.0,1.0,3.0,24.0,U,4.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,4.0,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,6.0,2.0,52.0,8.0,2.0,2.0,4.0,1.0,2.0,3.0,,4.0,,1.0,1.0,2.0,,12.0,,,6.0,8.0,1.0,3.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,,
103895.0,2.857142857142857,1.0,82214.0,1.0,3.0,12.0,S,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,,4.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,,1.0,1.0,2.0,1.0,1.0,2.0,,1.0,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,58.0,3.0,,1.0,5.0,7.0,,,,3.0,1.0,,1.0,2.0,,15.0,,1.0,3.0,3.0,3.0,1.0,,3.0,2.0,2.0,2.0,2.0,2.0,1.0,
103899.0,2.0714285714285716,1.0,82214.0,1.0,3.0,12.0,U,3.0,1.0,9.0,2.0,2.0,3.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,9.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,5.0,2.0,80.0,8.0,2.0,2.0,1.0,1.0,,,,1.0,,1.0,5.0,2.0,,1.0,,2.0,4.0,7.0,1.0,2.0,,4.0,1.0,,1.0,1.0,1.0,,
103900.0,14.785714285714286,1.0,82214.0,1.0,1.0,36.0,S,2.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,,,,,1.0,1.0,1.0,1.0,2.0,1.0,3.0,,,,1.0,2.0,2.0,2.0,1.0,2.0,9.0,1.0,1.0,1.0,9.0,1.0,2.0,2.0,2.0,2.0,2.0,9.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,6.0,2.0,65.0,3.0,,2.0,1.0,1.0,,,,1.0,,1.0,1.0,2.0,,1.0,,2.0,2.0,5.0,1.0,1.0,,4.0,2.0,2.0,2.0,2.0,1.0,,
103915.0,16.571428571428573,1.0,82214.0,1.0,3.0,24.0,U,4.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,,4.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,5.0,2.0,54.0,4.0,,2.0,1.0,1.0,,,,1.0,,1.0,5.0,2.0,,1.0,,2.0,2.0,5.0,1.0,1.0,,3.0,2.0,2.0,1.0,1.0,1.0,,
103917.0,2.857142857142857,1.0,82214.0,1.0,1.0,34.0,S,2.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,,1.0,2.0,2.0,9.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,4.0,2.0,68.0,5.0,,1.0,1.0,1.0,,,,3.0,3.0,,3.0,2.0,1.0,2.0,,2.0,2.0,1.0,1.0,1.0,,3.0,3.0,4.0,1.0,1.0,1.0,,
103921.0,8.642857142857142,1.0,82214.0,1.0,1.0,36.0,S,4.0,2.0,1.0,3.0,2.0,2.0,4.0,3.0,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,6.0,1.0,59.0,4.0,,2.0,1.0,1.0,,,,1.0,,1.0,4.0,2.0,,10.0,,,6.0,3.0,1.0,2.0,,4.0,2.0,2.0,1.0,1.0,1.0,,
103926.0,1.5714285714285714,1.0,82214.0,1.0,3.0,51.0,S,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,6.0,1.0,71.0,8.0,1.0,2.0,1.0,1.0,,,,1.0,,1.0,5.0,2.0,,1.0,,2.0,4.0,6.0,1.0,2.0,,3.0,1.0,,1.0,1.0,1.0,,
103932.0,1.6428571428571428,1.0,82214.0,1.0,3.0,37.0,U,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,6.0,1.0,46.0,6.0,1.0,2.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,1.0,,2.0,4.0,9.0,1.0,3.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,,
103934.0,1.7142857142857142,1.0,82414.0,1.0,3.0,13.0,R,1.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,9.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,4.0,2.0,2.0,88.0,3.0,,2.0,1.0,1.0,,,,1.0,,1.0,5.0,2.0,,1.0,,1.0,2.0,2.0,1.0,2.0,,1.0,1.0,,2.0,2.0,1.0,,
103955.0,10.714285714285714,1.0,82214.0,1.0,2.0,20.0,U,1.0,1.0,2.0,3.0,1.0,4.0,9.0,4.0,2.0,,1.0,1.0,9.0,1.0,1.0,1.0,1.0,2.0,,,,,1.0,1.0,1.0,9.0,,9.0,9.0,,,,9.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,9.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,3.0,9.0,9.0,8.0,8.0,8.0,0.0,2.0,84.0,3.0,,2.0,1.0,1.0,,,,1.0,,1.0,3.0,2.0,,1.0,,2.0,6.0,2.0,1.0,1.0,,1.0,1.0,,2.0,2.0,2.0,,
103957.0,6.071428571428571,1.0,82214.0,1.0,3.0,48.0,S,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,9.0,1.0,1.0,2.0,,2.0,3.0,,,,2.0,1.0,9.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,6.0,1.0,55.0,3.0,,2.0,1.0,1.0,,,,1.0,,1.0,1.0,2.0,,1.0,,1.0,3.0,6.0,1.0,1.0,,1.0,2.0,2.0,1.0,1.0,1.0,,
103958.0,4.285714285714286,1.0,82214.0,1.0,3.0,21.0,U,1.0,2.0,2.0,2.0,1.0,4.0,3.0,4.0,,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,1.0,9.0,1.0,1.0,1.0,2.0,,2.0,,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,6.0,1.0,27.0,4.0,,1.0,1.0,1.0,,,,3.0,2.0,,1.0,2.0,,2.0,,2.0,5.0,4.0,1.0,3.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,,
103962.0,2.5714285714285716,1.0,82214.0,1.0,2.0,18.0,S,4.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,2.0,2.0,2.0,1.0,2.0,2.0,,1.0,2.0,,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,9.0,2.0,1.0,2.0,1.0,3.0,1.0,8.0,8.0,8.0,8.0,8.0,1.0,2.0,67.0,3.0,,2.0,1.0,1.0,,,,1.0,,1.0,1.0,2.0,,2.0,,2.0,2.0,10.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,,
103965.0,10.571428571428571,1.0,82214.0,1.0,3.0,12.0,S,2.0,1.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,,1.0,1.0,1.0,2.0,,2.0,2.0,,,,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,67.0,5.0,,2.0,1.0,1.0,,,,1.0,,1.0,3.0,2.0,,1.0,,1.0,2.0,4.0,1.0,2.0,,2.0,2.0,2.0,2.0,2.0,1.0,,
103975.0,7.357142857142857,1.0,82214.0,1.0,3.0,13.0,R,4.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,,1.0,4.0,1.0,1.0,1.0,1.0,9.0,2.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,9.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,8.0,2.0,1.0,87.0,1.0,,2.0,1.0,1.0,,,,1.0,,1.0,5.0,2.0,,1.0,,1.0,1.0,4.0,1.0,4.0,2.0,2.0,1.0,,2.0,2.0,1.0,,
103979.0,1.1428571428571428,1.0,82314.0,1.0,3.0,51.0,R,4.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,99.0,,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,84.0,3.0,,2.0,1.0,1.0,,,,1.0,,1.0,5.0,2.0,,1.0,,1.0,3.0,4.0,1.0,1.0,,2.0,1.0,,2.0,1.0,1.0,,
103987.0,20.357142857142858,1.0,82214.0,1.0,2.0,39.0,R,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,,,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,72.0,3.0,,2.0,3.0,3.0,,,,4.0,,1.0,1.0,2.0,,13.0,,1.0,2.0,2.0,1.0,2.0,,2.0,2.0,2.0,2.0,2.0,1.0,,
103989.0,6.071428571428571,1.0,82214.0,1.0,1.0,25.0,U,5.0,1.0,1.0,2.0,2.0,3.0,2.0,4.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,1.0,1.0,1.0,1.0,9.0,1.0,2.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,8.0,4.0,1.0,58.0,4.0,,2.0,1.0,1.0,,,,1.0,,1.0,1.0,2.0,,2.0,,2.0,2.0,9.0,1.0,3.0,9.0,2.0,2.0,2.0,1.0,1.0,1.0,,
104007.0,4.857142857142857,1.0,82214.0,1.0,1.0,36.0,S,3.0,1.0,2.0,3.0,1.0,2.0,3.0,4.0,4.0,,2.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,9.0,1.0,1.0,3.0,2.0,1.0,4.0,2.0,80.0,8.0,2.0,2.0,1.0,1.0,,,,1.0,,1.0,1.0,2.0,,1.0,,2.0,2.0,7.0,1.0,2.0,,4.0,2.0,2.0,1.0,1.0,1.0,,
104011.0,9.071428571428571,1.0,82214.0,1.0,3.0,45.0,S,3.0,1.0,2.0,9.0,2.0,2.0,3.0,3.0,2.0,,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,36.0,,,2.0,1.0,1.0,2.0,,2.0,1.0,,,,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0,4.0,2.0,3.0,2.0,0.0,1.0,75.0,2.0,,2.0,1.0,1.0,,,,1.0,,1.0,4.0,2.0,,1.0,,1.0,1.0,2.0,1.0,1.0,,5.0,2.0,2.0,1.0,1.0,1.0,,
104018.0,2.857142857142857,1.0,82214.0,1.0,3.0,37.0,S,3.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,67.0,6.0,2.0,2.0,1.0,1.0,,,,1.0,,1.0,5.0,2.0,,12.0,,,5.0,5.0,1.0,3.0,2.0,3.0,1.0,,1.0,1.0,1.0,,
104028.0,3.0714285714285716,1.0,82214.0,1.0,1.0,36.0,U,5.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,,1.0,1.0,1.0,1.0,2.0,2.0,9.0,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,5.0,1.0,28.0,6.0,2.0,2.0,1.0,1.0,,,,1.0,,1.0,6.0,2.0,,1.0,,2.0,3.0,9.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,
104029.0,1.0,1.0,82214.0,1.0,1.0,36.0,U,5.0,1.0,2.0,3.0,1.0,4.0,3.0,1.0,1.0,,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,,,,2.0,9.0,9.0,2.0,,2.0,2.0,,,,2.0,1.0,2.0,9.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,9.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,8.0,8.0,3.0,2.0,3.0,3.0,2.0,61.0,8.0,1.0,2.0,2.0,2.0,,,,2.0,,1.0,6.0,2.0,,1.0,,2.0,2.0,4.0,1.0,2.0,,3.0,1.0,,1.0,2.0,1.0,,
104032.0,11.071428571428571,1.0,82214.0,1.0,1.0,36.0,U,5.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,4.0,4.0,2.0,43.0,3.0,,2.0,1.0,1.0,,,,1.0,,1.0,1.0,2.0,,2.0,,2.0,4.0,3.0,1.0,2.0,,2.0,3.0,3.0,1.0,1.0,1.0,,
104040.0,1.0714285714285714,1.0,82214.0,1.0,3.0,24.0,S,3.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,1.0,1.0,1.0,1.0,9.0,1.0,,3.0,,,2.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,9.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,6.0,1.0,65.0,8.0,2.0,2.0,1.0,1.0,,,,1.0,,1.0,1.0,2.0,,2.0,,2.0,4.0,9.0,1.0,1.0,,3.0,2.0,2.0,1.0,1.0,1.0,,
104056.0,3.857142857142857,1.0,82214.0,1.0,3.0,13.0,S,3.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,,,,,2.0,2.0,2.0,1.0,1.0,1.0,,2.0,,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,6.0,1.0,60.0,4.0,,2.0,1.0,1.0,,,,1.0,,1.0,1.0,2.0,,1.0,,2.0,3.0,6.0,3.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,,
104057.0,1.5,1.0,82214.0,1.0,3.0,1.0,R,1.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,2.0,,2.0,2.0,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,60.0,4.0,,2.0,1.0,1.0,,,,1.0,,1.0,6.0,2.0,,1.0,,1.0,2.0,2.0,1.0,1.0,,2.0,1.0,,2.0,1.0,1.0,,
104062.0,21.285714285714285,1.0,82514.0,1.0,3.0,5.0,R,1.0,1.0,1.0,2.0,1.0,2.0,9.0,3.0,2.0,,1.0,1.0,1.0,2.0,9.0,9.0,1.0,2.0,,,,,1.0,1.0,2.0,2.0,,2.0,1.0,,,,2.0,9.0,9.0,9.0,9.0,9.0,1.0,2.0,2.0,9.0,9.0,9.0,3.0,2.0,2.0,1.0,4.0,9.0,2.0,2.0,9.0,1.0,1.0,8.0,8.0,8.0,8.0,1.0,2.0,74.0,3.0,,2.0,1.0,1.0,,,,1.0,,1.0,1.0,2.0,,1.0,,1.0,2.0,10.0,9.0,9.0,9.0,9.0,2.0,2.0,1.0,2.0,1.0,,
104063.0,19.857142857142858,1.0,82514.0,1.0,2.0,31.0,U,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,4.0,2.0,81.0,3.0,,2.0,5.0,5.0,,,,4.0,,1.0,5.0,2.0,,1.0,,2.0,2.0,2.0,1.0,2.0,,3.0,1.0,,2.0,2.0,2.0,,
