Position,Annual Salary,Label
Dir Academic,98838.0,Director Academic
Assoc Professor - Clin,98614.54,Assoc Professor
Assoc Professor - Educator,98605.08,Assoc Professor
Professor,98569.44,Professor
Asst Professor,98338.08,Asst Professor
Professor,98313.12,Professor
Asst Professor - Research,98306.04,Asst Professor
Professor,98265.12,Professor
Professor,98231.4,Professor
Professor,98182.44,Professor
Professor,98051.4,Professor
Professor,98029.68,Professor
Assoc Professor,97925.16,Assoc Professor
Assoc Professor - Educator,97901.76,Assoc Professor
Assoc Professor,97823.16,Assoc Professor
Assoc Dir Academic,97795.2,Director Academic
Asst Professor,97780.8,Asst Professor
Professor,97741.92,Professor
Professor,97688.52,Professor
Professor,97644.36,Professor
Professor,97642.2,Professor
Asst Professor,97635.12,Asst Professor
Asst Professor,97635.12,Asst Professor
Asst Professor,97635.12,Asst Professor
Dir Academic,97631.16,Director Academic
Professor,97560.72,Professor
Professor,97513.08,Professor
Asst Professor - Clin Geo,97500.0,Asst Professor
Assoc Professor,97213.32,Assoc Professor
Asst Dean,97206.6,Dean
Assoc Professor,97200.72,Assoc Professor
Professor,97150.08,Professor
Assoc Professor - Educator,97095.6,Assoc Professor
Head Coach,97000.0,Coach
Professor,96921.36,Professor
Assoc Professor - Educator,96764.4,Assoc Professor
Asst Professor,96614.88,Asst Professor
Assoc Professor,96583.56,Assoc Professor
Asst Professor,96583.56,Asst Professor
Asst Professor - Educator,96583.56,Asst Professor
Asst Professor,96583.56,Asst Professor
Professor,96531.24,Professor
Assoc Professor - Educator,96526.68,Assoc Professor
Professor,96350.28,Professor
Assoc Professor - Educator,96242.04,Assoc Professor
Assoc Professor - Educator,96179.04,Assoc Professor
Professor,96162.96,Professor
Professor - Clin Geo,96098.16,Professor
Professor,96065.28,Professor
Assoc Professor,96025.8,Assoc Professor
Professor,96014.16,Professor
Asst Professor - Educator,95971.56,Asst Professor
Asst Professor - Research,95929.8,Asst Professor
Professor,95856.0,Professor
Assoc Professor,95843.04,Assoc Professor
Assoc Professor - Clin,95807.88,Assoc Professor
Asst Professor,95698.44,Asst Professor
Asst Professor,95698.44,Asst Professor
Assoc Professor,95590.32,Assoc Professor
Assoc Professor,95467.92,Assoc Professor
Asst Professor - Educator,95377.53,Asst Professor
Professor,95360.76,Professor
Assoc Professor,95277.02,Assoc Professor
Professor,95139.6,Professor
Assoc Professor - Visiting,95000.0,Assoc Professor
Asst Professor,95000.0,Asst Professor
Asst Professor,95000.0,Asst Professor
Asst Professor,95000.0,Asst Professor
Professor,94936.56,Professor
Professor,94816.44,Professor
Assoc Professor - Clin Geo,94718.0,Assoc Professor
Assoc Professor,94687.56,Assoc Professor
Asst Professor,94657.08,Asst Professor
Asst Professor,94657.08,Asst Professor
Asst Professor,94657.08,Asst Professor
Asst Professor,94657.08,Asst Professor
Asst Professor,94657.08,Asst Professor
Asst Professor,94656.96,Asst Professor
Assoc Professor,94626.96,Assoc Professor
Assoc Professor,94598.52,Assoc Professor
Assoc Professor,94596.96,Assoc Professor
Professor - Adj Rep,94580.1,Professor
Assoc Professor,94552.08,Assoc Professor
Professor,94481.76,Professor
Professor,94381.8,Professor
Asst Professor - Educator,94356.0,Asst Professor
Professor - Geo,94323.0,Professor
Professor,94260.72,Professor
Assoc Professor,94251.48,Assoc Professor
Professor,94222.68,Professor
Professor,94138.32,Professor
Dir Academic,93922.68,Director Academic
Assoc Professor,93774.84,Assoc Professor
Professor,93716.76,Professor
Asst Professor - Clin,93685.92,Asst Professor
Assoc Professor - Clin Geo,93636.0,Assoc Professor
Asst Dean,93636.0,Dean
Asst Coach Minor Sports,93636.0,Coach
Asst Professor - Educator,93579.0,Asst Professor
Professor,93523.2,Professor
Asst Professor - Educator,93498.48,Asst Professor
Professor,93440.62,Professor
Professor,93414.24,Professor
Professor,93307.2,Professor
Professor,93204.36,Professor
Professor - Educator,93124.8,Professor
Assoc Professor,93086.23,Assoc Professor
Assoc Professor,93080.88,Assoc Professor
Assoc Professor,93080.4,Assoc Professor
Professor,92994.0,Professor
Dir Academic,92908.56,Director Academic
Assoc Professor,92817.84,Assoc Professor
Professor,92815.68,Professor
Professor,92598.12,Professor
Assoc Professor,92574.6,Assoc Professor
Asst Professor,92524.56,Asst Professor
Assoc Professor - Educator,92479.68,Assoc Professor
Assoc Professor,92362.32,Assoc Professor
Asst Professor,92278.08,Asst Professor
Assoc Professor,92271.0,Assoc Professor
Professor - Educator,92259.36,Professor
Assoc Professor,92160.48,Assoc Professor
Assoc Professor,92064.72,Assoc Professor
Asst Professor,92053.92,Asst Professor
Professor,92021.1,Professor
Professor,92019.48,Professor
Professor - Field Service,91941.12,Professor
Interim Assoc Dean,91940.81,Dean
Professor,91935.84,Professor
Professor,91856.04,Professor
Professor,91821.48,Professor
Assoc Professor,91766.76,Assoc Professor
Assoc Professor,91756.44,Assoc Professor
Assoc Professor - Educator,91739.76,Assoc Professor
Professor,91670.52,Professor
Assoc Professor,91642.44,Assoc Professor
Assoc Professor,91612.56,Assoc Professor
Assoc Professor,91558.92,Assoc Professor
Professor,91501.32,Professor
Asst Professor - Clin,91399.68,Asst Professor
Asst Professor,91270.32,Asst Professor
Professor,91149.72,Professor
Professor,91064.88,Professor
Professor,91058.04,Professor
Professor,91043.52,Professor
Assoc Professor,91037.4,Assoc Professor
Assoc Professor,91010.76,Assoc Professor
Assoc Professor,90893.52,Assoc Professor
Professor,90886.68,Professor
Professor,90836.28,Professor
Professor,90809.04,Professor
Assoc Professor,90800.84,Assoc Professor
Professor,90751.32,Professor
Assoc Professor,90691.52,Assoc Professor
Assoc Professor,90604.44,Assoc Professor
Asst Professor - Research,90589.92,Asst Professor
Asst Professor - Educator,90493.2,Asst Professor
Assoc Professor,90397.72,Assoc Professor
Assoc Professor,90190.32,Assoc Professor
Professor,90099.0,Professor
Assoc Professor,90085.68,Assoc Professor
Professor,90078.6,Professor
Assoc Professor,90036.84,Assoc Professor
Assoc Professor,90006.72,Assoc Professor
Assoc Professor,90006.36,Assoc Professor
Asst Coach,90000.0,Coach
Professor - Clin Geo,90000.0,Professor
Assoc Professor,90000.0,Assoc Professor
Assoc Professor - Clin Geo,90000.0,Assoc Professor
Assoc Professor - Visiting,90000.0,Assoc Professor
Asst Coach,90000.0,Coach
Assoc Professor - Clin Geo,90000.0,Assoc Professor
Head Coach,90000.0,Coach
Asst Professor,90000.0,Asst Professor
Assoc Professor,89992.44,Assoc Professor
Asst Professor - Clin,89855.76,Asst Professor
Professor,89843.64,Professor
Assoc Professor,89842.8,Assoc Professor
Professor,89785.92,Professor
Professor,89783.28,Professor
Professor,89735.88,Professor
Professor,89681.28,Professor
Professor,89616.84,Professor
Assoc Professor,89574.92,Assoc Professor
Professor,89542.08,Professor
Assoc Professor,89516.88,Assoc Professor
Assoc Professor,89467.56,Assoc Professor
Asst Professor,89450.88,Asst Professor
Professor,89426.16,Professor
Professor,89375.52,Professor
Professor,89357.4,Professor
Professor,89345.4,Professor
Professor,89288.64,Professor
Assoc Professor,89269.32,Assoc Professor
Sr Asst Dean,89239.56,Dean
Assoc Professor - Clin,89230.56,Assoc Professor
Professor,89192.04,Professor
Professor,89163.84,Professor
Assoc Professor,89145.32,Assoc Professor
Asst Professor,89145.0,Asst Professor
Assoc Professor,89143.92,Assoc Professor
Assoc Professor,89121.36,Assoc Professor
Assoc Professor,89081.4,Assoc Professor
Assoc Professor,89058.6,Assoc Professor
Asst Professor - Educator,88805.28,Asst Professor
Assoc Professor,88759.92,Assoc Professor
Assoc Professor - Educator,88708.08,Assoc Professor
Assoc Professor,88679.88,Assoc Professor
Assoc Professor,88678.44,Assoc Professor
Professor,88665.72,Professor
Professor,88574.28,Professor
Professor,88507.68,Professor
Asst Professor,88452.6,Asst Professor
Asst Dean of Students,88434.0,Dean
Asst Coach Minor Sports,88434.0,Coach
Professor,88414.68,Professor
Assoc Professor,88327.56,Assoc Professor
Professor,88299.24,Professor
Assoc Professor,88155.96,Assoc Professor
Professor,88110.06,Professor
Assoc Professor,88058.88,Assoc Professor
Assoc Professor,88012.92,Assoc Professor
Professor - Research Geo,88000.0,Professor
Professor - Clin Geo,88000.0,Professor
Professor,87999.72,Professor
Professor,87979.8,Professor
Assoc Professor,87963.12,Assoc Professor
Assoc Professor,87933.96,Assoc Professor
Assoc Professor,87911.28,Assoc Professor
Professor - Field Service,87849.48,Professor
Assoc Professor,87779.16,Assoc Professor
Assoc Professor,87752.76,Assoc Professor
Professor,87751.2,Professor
Asst Professor,87572.04,Asst Professor
Assoc Professor,87472.44,Assoc Professor
Asst Professor,87432.36,Asst Professor
Assoc Professor - Educator,87432.36,Assoc Professor
Asst Professor,87432.36,Asst Professor
Asst Professor,87432.36,Asst Professor
Asst Professor,87432.36,Asst Professor
Professor,87392.4,Professor
Asst Professor,87382.15,Asst Professor
Dir Academic Med,87345.6,Director Academic
Asst Professor,87302.88,Asst Professor
Asst Professor,87302.88,Asst Professor
Professor,87165.6,Professor
Assoc Professor - Educator,87126.6,Assoc Professor
Assoc Professor,87123.48,Assoc Professor
Assoc Professor,87113.64,Assoc Professor
Professor,87099.96,Professor
Professor,87095.88,Professor
Asst Professor,87071.16,Asst Professor
Athletic Strength/Cond Coach,87000.0,Coach
Assoc Professor - Clin Geo,86835.96,Assoc Professor
Assoc Professor - Adj COM,86775.0,Assoc Professor
Assoc Professor,86704.44,Assoc Professor
Asst Dean,86700.0,Dean
Assoc Professor,86695.8,Assoc Professor
Assoc Professor,86653.56,Assoc Professor
Assoc Professor,86636.4,Assoc Professor
Assoc Professor,86614.8,Assoc Professor
Assoc Professor - Clin,86580.48,Assoc Professor
Assoc Professor,86514.0,Assoc Professor
Professor,86506.68,Professor
Assoc Professor,86470.56,Assoc Professor
Professor - Educator,86435.4,Professor
Professor - Educator,86415.6,Professor
Assoc Professor,86398.92,Assoc Professor
Assoc Professor,86370.12,Assoc Professor
Assoc Professor - Clin,86359.44,Assoc Professor
Professor - Educator,86334.96,Professor
Professor - Educator,86334.96,Professor
Assoc Professor,86327.16,Assoc Professor
Assoc Professor,86286.72,Assoc Professor
Professor - Educator,86249.76,Professor
Professor,86245.2,Professor
Professor,86245.2,Professor
Assoc Professor,86229.24,Assoc Professor
Assoc Professor,86130.96,Assoc Professor
Assoc Professor,86086.56,Assoc Professor
Assoc Professor,86059.32,Assoc Professor
Assoc Professor,86014.56,Assoc Professor
Assoc Professor,85961.88,Assoc Professor
Assoc Professor,85956.96,Assoc Professor
Asst Professor,85956.96,Asst Professor
Asst Professor,85953.36,Asst Professor
Assoc Professor - Clin,85948.56,Assoc Professor
Professor,85884.36,Professor
Professor - Educator,85851.36,Professor
Assoc Professor - Educator,85835.52,Assoc Professor
Asst Professor - Educator,85730.4,Asst Professor
Assoc Professor,85691.88,Assoc Professor
Assoc Professor - Educator,85682.16,Assoc Professor
Professor - Educator,85611.0,Professor
Professor,85556.64,Professor
Professor - Clin Geo,85526.0,Professor
Assoc Professor - Clin Geo,85509.0,Assoc Professor
Assoc Professor,85464.0,Assoc Professor
Assoc Professor,85421.76,Assoc Professor
Assoc Professor,85391.76,Assoc Professor
Assoc Professor,85248.36,Assoc Professor
Asst Professor,85206.24,Asst Professor
Asst Professor,85143.96,Asst Professor
Professor - Educator,85022.4,Professor
Assoc Professor,85017.12,Assoc Professor
Asst Professor,85000.0,Asst Professor
Asst Professor,85000.0,Asst Professor
Asst Professor - Clin,85000.0,Asst Professor
Asst Professor - Educator,85000.0,Asst Professor
Asst Professor,85000.0,Asst Professor
Head Coach,85000.0,Coach
Asst Professor - Clin,85000.0,Asst Professor
Asst Professor - Educator,85000.0,Asst Professor
Assoc Professor,84988.68,Assoc Professor
Assoc Professor,84952.08,Assoc Professor
Professor - Educator,84917.76,Professor
Asst Dean,84896.64,Dean
Dir Academic,84896.64,Director Academic
Asst Professor,84894.36,Asst Professor
Asst Professor,84894.36,Asst Professor
Professor,84885.72,Professor
Assoc Professor - Field Service,84811.92,Assoc Professor
Professor - Geo,84733.44,Professor
Assoc Professor - Educator,84717.72,Assoc Professor
Assoc Professor,84669.72,Assoc Professor
Dir Academic,84660.0,Director Academic
Professor,84635.52,Professor
Professor,84574.44,Professor
Asst Professor - Clin,84447.13,Asst Professor
Asst Professor,84416.64,Asst Professor
Asst Professor - Educator,84394.08,Asst Professor
Asst Professor,84371.52,Asst Professor
Asst Professor,84371.52,Asst Professor
Assoc Professor,84363.0,Assoc Professor
Asst Professor - Research,84347.76,Asst Professor
Asst Professor - Clin,84334.68,Asst Professor
Asst Professor,84330.24,Asst Professor
Professor,84325.32,Professor
Asst Professor - Clin,84312.12,Asst Professor
Assoc Professor,84305.77,Assoc Professor
Assoc Professor,84292.08,Assoc Professor
Asst Professor,84244.68,Asst Professor
Asst Professor,84244.56,Asst Professor
Assoc Professor - Clin Geo,84189.0,Assoc Professor
Assoc Professor,84152.64,Assoc Professor
Asst Professor,84140.76,Asst Professor
Assoc Professor - Educator,84121.2,Assoc Professor
Assoc Professor,84099.0,Assoc Professor
Asst Professor,84085.56,Asst Professor
Assoc Professor,84080.04,Assoc Professor
Assoc Professor,84057.48,Assoc Professor
Assoc Professor,84034.1,Assoc Professor
Assoc Professor,84000.0,Assoc Professor
Assoc Professor - Practice,84000.0,Assoc Professor
Asst Professor,83968.68,Asst Professor
Assoc Professor,83967.0,Assoc Professor
Assoc Professor,83945.52,Assoc Professor
Assoc Professor,83896.56,Assoc Professor
Asst Professor,83831.76,Asst Professor
Dir Academic,83817.36,Director Academic
Professor,83757.96,Professor
Professor - Educator,83757.6,Professor
Asst Dean,83752.2,Dean
Professor,83746.32,Professor
Professor - Educator,83739.12,Professor
Professor - Distinguished,83739.12,Professor
Professor - Educator,83738.4,Professor
Professor - Educator,83738.4,Professor
Professor - Educator,83738.4,Professor
Professor - Educator,83738.4,Professor
Professor - Educator,83692.8,Professor
Asst Professor,83640.0,Asst Professor
Assoc Professor,83604.12,Assoc Professor
Assoc Professor,83603.52,Assoc Professor
Assoc Professor,83508.0,Assoc Professor
Assoc Professor,83503.56,Assoc Professor
Assoc Professor,83498.04,Assoc Professor
Sr Asst Dean,83468.52,Dean
Assoc Professor,83437.8,Assoc Professor
Assoc Professor - Educator,83381.28,Assoc Professor
Professor,83314.2,Professor
Professor,83314.2,Professor
Assoc Professor,83300.88,Assoc Professor
Asst Professor - Educator,83300.4,Asst Professor
Assoc Professor,83299.2,Assoc Professor
Asst Dir Athletics,83232.0,Athletics
Dir Athletics Facilities & Operations,83232.0,Athletics
Assoc Dir Athletics,83232.0,Athletics
Professor,83224.44,Professor
Assoc Professor,83205.84,Assoc Professor
Asst Professor,83203.44,Asst Professor
Assoc Professor,83196.96,Assoc Professor
Asst Professor,83178.6,Asst Professor
Assoc Professor,83155.32,Assoc Professor
Assoc Professor,83148.6,Assoc Professor
Assoc Professor,83129.52,Assoc Professor
Assoc Professor,83073.12,Assoc Professor
Asst Professor - Educator,83027.16,Asst Professor
Asst Professor - Educator,82950.36,Asst Professor
Assoc Professor,82858.2,Assoc Professor
Dir Academic,82806.0,Director Academic
Asst Dean,82806.0,Dean
Assoc Professor,82776.48,Assoc Professor
Assoc Professor,82775.88,Assoc Professor
Assoc Professor,82664.16,Assoc Professor
Dir Academic,82620.0,Director Academic
Assoc Professor,82607.76,Assoc Professor
Assoc Professor - Clin Geo,82500.0,Assoc Professor
Asst Professor - Educator,82462.92,Asst Professor
Asst Professor,82440.6,Asst Professor
Asst Professor - Educator,82352.98,Asst Professor
Asst Professor,82331.04,Asst Professor
Asst Professor,82331.04,Asst Professor
Assoc Professor,82291.68,Assoc Professor
Assoc Professor,82197.96,Assoc Professor
Asst Professor,82161.96,Asst Professor
Asst Professor,82161.96,Asst Professor
Professor,82115.76,Professor
Professor - Educator,82115.04,Professor
Asst Professor - Educator,82104.12,Asst Professor
Assoc Professor,82062.0,Assoc Professor
Assoc Professor,82010.88,Assoc Professor
Assoc Professor,82009.56,Assoc Professor
Assoc Professor,82006.32,Assoc Professor
Assoc Professor,82000.0,Assoc Professor
Assoc Professor,81930.36,Assoc Professor
Asst Professor,81926.64,Asst Professor
Asst Professor,81905.4,Asst Professor
Assoc Professor,81867.36,Assoc Professor
Assoc Professor - Educator,81748.2,Assoc Professor
Assoc Professor,81744.48,Assoc Professor
Asst Professor - Educator,81706.44,Asst Professor
Asst Professor - Prov,81706.2,Asst Professor
Assoc Professor,81669.84,Assoc Professor
Asst Professor - Educator,81641.52,Asst Professor
Assoc Professor,81623.76,Assoc Professor
Assoc Professor,81606.84,Assoc Professor
Dir Academic,81600.0,Director Academic
Assoc Professor,81586.2,Assoc Professor
Assoc Professor - Educator,81583.2,Assoc Professor
Asst Professor,81506.16,Asst Professor
Asst Professor - Educator,81495.16,Asst Professor
Assoc Professor - Educator,81408.0,Assoc Professor
Asst Professor - Clin,81343.8,Asst Professor
Asst Professor - Educator,81310.68,Asst Professor
Professor - Geo,81275.0,Professor
Assoc Professor - Educator,81267.84,Assoc Professor
Assoc Professor,81253.32,Assoc Professor
Dir Academic,81196.2,Director Academic
Assoc Professor,81174.12,Assoc Professor
Assoc Professor - Educator,81172.8,Assoc Professor
Assoc Professor,81168.12,Assoc Professor
Asst Professor - Educator,81167.72,Asst Professor
Dir Academic,81151.2,Director Academic
Dir Academic Student Advising,81151.2,Director Academic
Asst Professor,81120.84,Asst Professor
Asst Professor,81120.72,Asst Professor
Asst Professor,81043.24,Asst Professor
Professor - Adj Rep,81035.14,Professor
Assoc Professor,81018.6,Assoc Professor
Asst Professor,80825.76,Asst Professor
Assoc Professor,80699.64,Assoc Professor
Asst Professor - Educator,80687.28,Asst Professor
Asst Professor - Educator,80687.28,Asst Professor
Asst Professor - Educator,80643.72,Asst Professor
Assoc Professor,80496.76,Assoc Professor
Assoc Professor,80419.8,Assoc Professor
Asst Professor - Research,80408.28,Asst Professor
Assoc Professor,80318.88,Assoc Professor
Asst Professor,80290.44,Asst Professor
Assoc Professor,80290.44,Assoc Professor
Assoc Professor,80161.08,Assoc Professor
Asst Professor - Prov,80079.48,Asst Professor
Assoc Professor,80053.08,Assoc Professor
Professor,80024.88,Professor
Professor - Educator,80024.16,Professor
Professor - Educator,80024.16,Professor
Asst Professor,80000.0,Asst Professor
Head Coach,80000.0,Coach
Head Coach,80000.0,Coach
Assoc Professor - Adj COM,80000.0,Assoc Professor
Head Coach,80000.0,Coach
Asst Professor,80000.0,Asst Professor
Assoc Professor - Educator,80000.0,Assoc Professor
Asst Professor,79976.56,Asst Professor
Assoc Professor,79950.6,Assoc Professor
Assoc Professor,79926.72,Assoc Professor
Assoc Professor,79925.04,Assoc Professor
Assoc Professor,79920.36,Assoc Professor
Assoc Professor,79897.44,Assoc Professor
Assoc Professor - Educator,79864.92,Assoc Professor
Assoc Professor,79855.68,Assoc Professor
Assoc Professor,79833.48,Assoc Professor
Assoc Professor,79789.56,Assoc Professor
Assoc Professor,79701.6,Assoc Professor
Assoc Professor,79679.63,Assoc Professor
Asst Professor,79678.32,Asst Professor
Assoc Professor,79620.12,Assoc Professor
Assoc Professor,79605.72,Assoc Professor
Asst Professor - Clin,79581.12,Asst Professor
Asst Professor - Prov,79580.88,Asst Professor
Assoc Professor,79575.24,Assoc Professor
Assoc Professor,79564.44,Assoc Professor
Assoc Professor,79536.6,Assoc Professor
Assoc Professor,79477.56,Assoc Professor
Assoc Professor,79457.76,Assoc Professor
Assoc Professor,79350.84,Assoc Professor
Assoc Professor,79314.72,Assoc Professor
Assoc Professor,79294.2,Assoc Professor
Dir Academic,79070.4,Director Academic
Asst Professor - Practice,79038.36,Asst Professor
Asst Professor - Educator,79038.36,Asst Professor
Asst Professor,79038.36,Asst Professor
Asst Professor,79038.25,Asst Professor
Asst Professor - Prov,79038.24,Asst Professor
Asst Professor - Clin Geo,79000.0,Asst Professor
Assoc Professor,78954.6,Assoc Professor
Assoc Professor,78951.12,Assoc Professor
Assoc Professor,78940.2,Assoc Professor
Assoc Professor - Practice,78920.52,Assoc Professor
Assoc Professor,78897.0,Assoc Professor
Assoc Professor,78890.28,Assoc Professor
Assoc Professor,78832.92,Assoc Professor
Assoc Professor,78799.2,Assoc Professor
Asst Professor,78747.2,Asst Professor
Asst Professor - Clin,78603.24,Asst Professor
Assoc Professor,78581.28,Assoc Professor
Assoc Professor - Educator,78545.28,Assoc Professor
Asst Professor - Prov,78518.28,Asst Professor
Assoc Professor,78484.08,Assoc Professor
Assoc Professor,78470.52,Assoc Professor
Asst Professor,78414.64,Asst Professor
Assoc Professor,78387.24,Assoc Professor
Assoc Professor,78368.28,Assoc Professor
Asst Professor,78249.84,Asst Professor
Assoc Professor,78244.8,Assoc Professor
Assoc Professor,78191.76,Assoc Professor
Assoc Professor,78167.76,Assoc Professor
Assoc Professor,78150.84,Assoc Professor
Assoc Professor,78119.28,Assoc Professor
Asst Professor - Adj Clin Rep,78100.61,Asst Professor
Assoc Professor,78056.76,Assoc Professor
Assoc Dir Academic,78030.0,Director Academic
Assoc Professor - Educator,77973.24,Assoc Professor
Assoc Professor,77931.36,Assoc Professor
Asst Professor - Educator,77923.32,Asst Professor
Assoc Professor,77874.12,Assoc Professor
Assoc Professor - Clin,77855.16,Assoc Professor
Assoc Professor,77836.2,Assoc Professor
Assoc Professor,77829.0,Assoc Professor
Assoc Professor,77795.04,Assoc Professor
Assoc Professor - Educator,77755.68,Assoc Professor
Asst Professor - Clin Geo,77730.0,Asst Professor
Asst Professor - Educator,77665.56,Asst Professor
Assoc Professor,77623.08,Assoc Professor
Assoc Professor - Clin Geo,77616.12,Assoc Professor
Assoc Professor,77590.8,Assoc Professor
Assoc Professor,77562.48,Assoc Professor
Assoc Professor,77533.68,Assoc Professor
Dir Academic,77520.0,Director Academic
Assoc Professor,77472.72,Assoc Professor
Asst Professor - Prov,77455.68,Asst Professor
Assoc Professor,77378.88,Assoc Professor
Asst Professor - Practice,77332.68,Asst Professor
Asst Professor - Educator,77291.52,Asst Professor
Assoc Professor,77289.57,Assoc Professor
Assoc Professor - Research,77260.32,Assoc Professor
Asst Professor,77229.6,Asst Professor
Assoc Professor,77229.6,Assoc Professor
Asst Professor,77229.6,Asst Professor
Asst Professor - Educator,77229.6,Asst Professor
Asst Professor - Educator,77229.6,Asst Professor
Asst Professor - Visiting,77200.0,Asst Professor
Asst Professor - Clin,77163.6,Asst Professor
Assoc Professor,77113.8,Assoc Professor
Assoc Professor,77100.36,Assoc Professor
Asst Professor - Field Service,76996.92,Asst Professor
Assoc Professor,76969.68,Assoc Professor
Assoc Professor - Research,76948.08,Assoc Professor
Asst Professor - Field Service,76885.32,Asst Professor
Asst Professor - Field Service,76666.2,Asst Professor
Assoc Professor,76591.92,Assoc Professor
Assoc Professor,76587.12,Assoc Professor
Exec Asst to Provost,76500.0,Provost
Assoc Professor,76445.04,Assoc Professor
Assoc Professor,76425.84,Assoc Professor
Asst Professor,76375.8,Asst Professor
Asst Professor - Educator,76324.8,Asst Professor
Asst Professor - Educator,76283.76,Asst Professor
Asst Professor - Educator,76283.76,Asst Professor
Asst Professor - Clin,76270.56,Asst Professor
Assoc Professor - Field Service,76266.72,Assoc Professor
Assoc Professor,76178.88,Assoc Professor
Assoc Professor,76131.12,Assoc Professor
Assoc Professor,76117.44,Assoc Professor
Assoc Professor,76067.64,Assoc Professor
Asst Professor,76037.52,Asst Professor
Assoc Professor,76017.96,Assoc Professor
Asst Professor - Adj COM,75999.96,Asst Professor
Dir Academic,75949.2,Director Academic
Assoc Professor,75919.2,Assoc Professor
Asst Professor,75914.52,Asst Professor
Asst Professor,75914.5,Asst Professor
Assoc Professor,75898.2,Assoc Professor
Assoc Professor,75879.42,Assoc Professor
Assoc Professor,75830.16,Assoc Professor
Assoc Professor,75814.25,Assoc Professor
Dir Academic,75783.24,Director Academic
Assoc Professor,75755.88,Assoc Professor
Assoc Professor - Educator,75729.0,Assoc Professor
Assoc Professor - Field Service,75721.8,Assoc Professor
Assoc Professor,75706.2,Assoc Professor
Assoc Professor,75705.96,Assoc Professor
Asst Professor,75699.12,Asst Professor
Assoc Professor,75649.2,Assoc Professor
Assoc Professor,75627.72,Assoc Professor
Asst Dean,75600.0,Dean
Assoc Professor,75557.16,Assoc Professor
Assoc Professor - Adj,75505.79,Assoc Professor
Asst Professor,75442.92,Asst Professor
Asst Professor - Educator,75409.8,Asst Professor
Assoc Professor,75377.52,Assoc Professor
Assoc Professor - Adj Rep,75361.9,Assoc Professor
Asst Professor,75346.68,Asst Professor
Asst Professor - Prov,75330.24,Asst Professor
Asst Professor,75307.56,Asst Professor
Assoc Professor,75198.72,Assoc Professor
Assoc Professor - Educator,75189.48,Assoc Professor
Asst Professor,75189.0,Asst Professor
Assoc Professor,75180.24,Assoc Professor
Assoc Professor,75180.24,Assoc Professor
Asst Dir Academic,75077.52,Director Academic
Assoc Professor - Educator,75000.0,Assoc Professor
Asst Coach Major Sports,75000.0,Coach
Asst Professor,75000.0,Asst Professor
Asst Professor - Educator Geo,75000.0,Asst Professor
Assoc Professor - Educator,75000.0,Assoc Professor
Asst Professor - Visiting,75000.0,Asst Professor
Asst Professor - Educator,75000.0,Asst Professor
Asst Professor - Visiting,75000.0,Asst Professor
Professor - Clin Geo,75000.0,Professor
Professor - Geo,75000.0,Professor
Asst Professor - Educator,75000.0,Asst Professor
Assoc Professor,74918.28,Assoc Professor
Assoc Professor,74836.68,Assoc Professor
Assoc Professor,74817.96,Assoc Professor
Asst Professor - Educator,74796.48,Asst Professor
Dir Academic Student Advising,74709.48,Director Academic
Assoc Professor,74693.76,Assoc Professor
Assoc Professor,74683.44,Assoc Professor
Asst Professor - Educator,74680.75,Asst Professor
Assoc Professor - Educator,74664.36,Assoc Professor
Assoc Professor,74631.72,Assoc Professor
Asst Professor - Adj,74590.38,Asst Professor
Assoc Professor,74429.76,Assoc Professor
Professor - Geo,74379.24,Professor
Assoc Professor,74377.56,Assoc Professor
Asst Professor - Educator,74330.04,Asst Professor
Assoc Professor,74309.76,Assoc Professor
Assoc Dir Athletics,74284.56,Athletics
Assoc Professor,74267.64,Assoc Professor
Assoc Professor,74256.0,Assoc Professor
Asst Professor - Educator,74168.76,Asst Professor
Asst Professor,74168.74,Asst Professor
Asst Professor - Educator,74139.47,Asst Professor
Assoc Professor,74126.52,Assoc Professor
Assoc Professor,74118.12,Assoc Professor
Assoc Professor - Field Svc Geo,74044.0,Assoc Professor
Assoc Professor,74033.28,Assoc Professor
Asst Professor - Clin,74000.0,Asst Professor
Exec Asst to VP Research,73970.16,Vice President
Assoc Professor,73942.44,Assoc Professor
Assoc Professor,73892.28,Assoc Professor
Professor - Clin Geo,73885.92,Professor
Assoc Professor,73874.28,Assoc Professor
Asst Professor - Educator,73832.04,Asst Professor
Asst Professor - Educator,73832.04,Asst Professor
Professor - Adj COM,73826.76,Professor
Assoc Professor,73805.52,Assoc Professor
Assoc Professor,73789.92,Assoc Professor
Assoc Professor,73777.92,Assoc Professor
Asst Professor - Educator,73627.32,Asst Professor
Assoc Professor,73480.56,Assoc Professor
Assoc Professor,73412.28,Assoc Professor
Assoc Professor,73406.52,Assoc Professor
Asst Professor - Educator,73386.96,Asst Professor
Asst Professor - Adj Rep,73323.71,Asst Professor
Asst Professor,73269.48,Asst Professor
Exec Asst to SVP Admin & Finance,73244.16,Vice President
Assoc Professor,73238.4,Assoc Professor
Assoc Professor,73230.0,Assoc Professor
Professor - Emeritus,73228.24,Professor
Asst Professor - Clin,73205.28,Asst Professor
Asst Professor - Educator,73205.28,Asst Professor
Assoc Professor,73113.48,Assoc Professor
Assoc Professor,73043.23,Assoc Professor
Asst Dean,73028.76,Dean
Asst Professor,73000.0,Asst Professor
Asst Professor,73000.0,Asst Professor
Dir Academic Student Advising,73000.0,Director Academic
