Position,Annual Salary,Label
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Clin Geo,50000.0,Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Clin Geo,50000.0,Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Clin Geo,50000.0,Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Professor - Clin Geo,50000.0,Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Assoc Professor - Adj COM,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Professor - Geo,50000.0,Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Adj COM,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Clin Geo,50000.0,Professor
Asst Professor - Adj COM,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Professor - Adj COM,50000.0,Professor
Professor - Clin Geo,50000.0,Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Professor - Clin Geo,50000.0,Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Clin Geo,50000.0,Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Adj COM,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Assoc Professor - Emeritus COM,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Professor - Field Svc Geo,50000.0,Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Clin Geo,50000.0,Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Research Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Clin Geo,50000.0,Professor
Professor - Clin Geo,50000.0,Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Adj COM,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Clin Geo,50000.0,Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Adj COM,50000.0,Asst Professor
Professor - Clin Geo,50000.0,Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Geo,50000.0,Professor
Asst Professor - Visiting,50000.0,Asst Professor
Professor - Clin Geo,50000.0,Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Clin Geo,50000.0,Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Educator Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Emeritus COM,50000.0,Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Clin Geo,50000.0,Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Emeritus COM,50000.0,Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Clin Geo,50000.0,Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Clin Geo,50000.0,Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Geo,50000.0,Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Geo,50000.0,Assoc Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Clin Geo,50000.0,Professor
Asst Professor - Adj COM,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Adj COM,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Educator Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Clin Geo,50000.0,Professor
Asst Professor - Clin GEO,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Assoc Professor - Adj COM,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Clin Geo,50000.0,Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Clin Geo,50000.0,Professor
Asst Professor - Adj COM,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Adj COM,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Adj COM,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Adj COM,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Clin Geo,50000.0,Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Research Geo,50000.0,Assoc Professor
Assoc Professor - Adj COM,50000.0,Assoc Professor
Professor - Clin Geo,50000.0,Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Clin Geo,50000.0,Professor
Professor - Clin Geo,50000.0,Professor
Asst Professor - Adj COM,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Clin Geo,50000.0,Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Clin Geo,50000.0,Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Professor - Emeritus COM,50000.0,Professor
Assoc Professor - Adj COM,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Clin Geo,50000.0,Professor
Professor - Clin Geo,50000.0,Professor
Asst Professor - Adj COM,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Field Svc Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Professor - Geo,50000.0,Professor
Asst Professor - Adj COM,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Emeritus COM,50000.0,Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Field Svc Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Adj Clin COM,50000.0,Asst Professor
Professor - Clin Geo,50000.0,Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Educator Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Visiting,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Adj COM,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Adj COM,50000.0,Asst Professor
Professor - Clin Geo,50000.0,Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Clin Geo,50000.0,Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Adj Clin COM,50000.0,Asst Professor
Professor - Geo,50000.0,Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Clin Geo,50000.0,Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Clin Geo,50000.0,Professor
Professor - Clin Geo,50000.0,Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Assoc Professor - Adj Clin COM,50000.0,Assoc Professor
Assoc Professor - Adj COM,50000.0,Assoc Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Assoc Professor - Emeritus COM,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Professor - Clin Geo,50000.0,Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Emeritus COM,50000.0,Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Adj COM,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Adj COM,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Clin Geo,50000.0,Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Clin GEO,50000.0,Professor
Professor - Geo,50000.0,Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Professor - Clin Geo,50000.0,Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin GEO,50000.0,Asst Professor
Asst Professor - Adj COM,50000.0,Asst Professor
Assoc Professor - Adj COM,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Adj COM,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Research Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Clin Geo,50000.0,Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Assoc Professor - Adj COM,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Clin Geo,50000.0,Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Clin Geo,50000.0,Professor
Professor - Clin Geo,50000.0,Professor
Professor - Clin Geo,50000.0,Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Adj COM,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Assoc Professor - Adj COM,50000.0,Assoc Professor
Professor - Clin Geo,50000.0,Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Assoc Professor - Research Geo,50000.0,Assoc Professor
Asst Professor - Visiting,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Adj COM,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Geo,50000.0,Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Visiting,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Professor - Clin Geo,50000.0,Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Clin Geo,50000.0,Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Adj Clin COM,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Adj COM,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Clin Geo,50000.0,Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Professor - Geo,50000.0,Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Visiting,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Clin Geo,50000.0,Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Geo,50000.0,Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Educator Geo,50000.0,Assoc Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Visiting,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Research Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Clin Geo,50000.0,Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Clin Geo,50000.0,Professor
Asst Professor - Adj COM,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Research Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Adj COM,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Adj COM,50000.0,Asst Professor
Professor - Clin Geo,50000.0,Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Clin Geo,50000.0,Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Professor - Adj COM,50000.0,Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Geo,50000.0,Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Adj COM,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Clin Geo,50000.0,Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Clin Geo,50000.0,Professor
Professor - Clin Geo,50000.0,Professor
Professor - Clin Geo,50000.0,Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Field Svc Geo,50000.0,Asst Professor
Assoc Professor - Adj COM,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Adj COM,49999.92,Professor
Asst Coach,49939.2,Coach
Assoc Dir Academic,49939.2,Director Academic
Assoc Dir Academic,49791.96,Director Academic
Asst Dir Academic,49791.84,Director Academic
Asst Dir Academic Student Advising,49419.0,Director Academic
Assoc Dir Academic,49419.0,Director Academic
Asst Dir Academic,49419.0,Director Academic
Asst Dir Academic,49419.0,Director Academic
Admin Coord Athletics,49419.0,Athletics
Asst Dir Academic,49417.92,Director Academic
