czname,state,county,cz,hhinc_mean2000,mean_commutetime2000,frac_coll_plus2000,frac_coll_plus2010,foreign_share2010,med_hhinc2016,med_hhinc1990,poor_share2010,poor_share2000,poor_share1990,share_black2010,share_hisp2010,share_asian2010,share_black2000,share_white2000,share_hisp2000,share_asian2000,gsmn_math_g3_2013,rent_twobed2015,singleparent_share2010,singleparent_share1990,singleparent_share2000,traveltime15_2010,emp2000,mail_return_rate2010,ln_wage_growth_hs_grad,nonwhite_share2010,popdensity2010,popdensity2000,ann_avg_job_growth_2004_2013,job_density_2013,state_name,alpha,remark
Tulsa,40.0,98.77777777777777,30402.0,65435.63211111111,25.665149999999997,0.15534447000000004,0.1810210522222222,0.024004388544444446,49341.29869579924,25825.090081789866,0.14979968611111108,0.12315675266666666,0.14412899555555558,0.047115964477777786,0.043387978777777766,0.004988924933333334,0.04101494286666667,0.7601385444444445,0.02518428966666667,0.003965632255555556,3.1167640000000003,664.4570288888889,0.2993133488888889,0.16464531555555556,0.24329615555555556,0.35959366666666664,0.5893240755555555,76.67348133333333,0.11877935299999998,0.2833012733333333,174.91111077777776,160.5713278888889,0.0028748175111111113,82.99291512222221,Oklahoma ,OK ,State; counties
Woodward,40.0,85.66666666666667,30501.0,58488.170333333335,19.457236333333338,0.17898941666666668,0.19159921,0.05271358966666667,54145.84520687213,22234.295358383595,0.12859149333333333,0.11581294666666668,0.12895109666666668,0.008064585733333332,0.113824025,0.0032183436,0.005488285693333333,0.9266510833333333,0.04309879266666667,0.00206587533,3.4088924000000005,596.18165,0.22389012333333333,0.14314462333333333,0.20657296666666666,0.5541757733333333,0.5918796266666666,74.42526500000001,0.07485032333333333,0.15458238033333335,7.6934501,7.2054836,0.007902037966666666,3.9850536000000005,Oklahoma ,OK ,State; counties
Ainsworth,31.0,89.66666666666667,27003.0,47301.112,16.501016333333336,0.15033879000000003,0.1802418033333333,0.0060986178333333335,43137.0,17747.666666666668,0.17208292566666664,0.19912879000000003,0.1995063,0.0022580517333333334,0.0051286569,0.0016957687666666668,0.0007565012333333333,0.9755304033333334,0.0173364698,0.00200315025,3.7498308500000004,589.5,0.12383318333333333,0.12589223833333332,0.16818227,0.6457210766666667,0.62264665,86.100001,0.20573497066666668,0.016620378,1.7181147333333333,1.9664183666666668,-0.0013288413666666683,0.9157093166666667,Nebraska ,NE ,State; counties
Broken Bow,31.0,73.66666666666667,28305.0,50063.978,18.744924666666666,0.15218409333333335,0.18028409666666667,0.006422798366666667,50437.11652497181,19509.236551087,0.10670297166666666,0.15370627666666667,0.19026348,0.002797093033333333,0.012764334666666667,0.00223121525,0.00044213616666666667,0.9850433866666667,0.006356238,0.0013204482000000002,3.72765625,531.9854333333334,0.16728062233333332,0.09345602999999998,0.14153202133333334,0.5947097133333333,0.63152939,86.74126966666665,0.3548585966666667,0.023886104366666664,1.9422803599999998,2.1403661933333336,-0.0004966270399999999,1.1005884066666665,Nebraska ,NE ,State; counties
Grand Island,31.0,93.5,27903.0,62639.912249999994,19.532519249999996,0.15909801,0.16282625750000002,0.034298160575,53771.105781830185,23813.67680811319,0.1016352395,0.099639179,0.10779263950000001,0.008133730175,0.076178475,0.0045062272,0.0031466010999999998,0.94210729,0.04565884225,0.0026711597599999998,3.422276975,608.1236575,0.24067726250000002,0.129948615,0.211047985,0.457159995,0.6655297425,86.73684700000001,0.139726415,0.09862891124999999,37.822004,35.942665,-0.0022960379999999994,20.0610144,Nebraska ,NE ,State; counties
Hastings,31.0,72.33333333333333,27901.0,60316.40633333334,19.530832666666665,0.16549203999999998,0.16922602333333336,0.029474604000000005,48155.597602508475,22332.43623082477,0.12250243433333334,0.102743109,0.12269218,0.0079981003,0.06424562266666667,0.0053512115,0.0034473108,0.9521925066666667,0.028665953733333336,0.0069197997,3.0836288333333335,554.3558866666666,0.20139038,0.13623489,0.1958965033333333,0.5420751066666667,0.6167228233333334,86.05580166666668,0.06748862850000001,0.088651013,24.581215200000003,24.889015966666673,-0.0030729524429999994,12.61775096666667,Nebraska ,NE ,State; counties
Kearney,31.0,85.5,28608.0,58804.107500000006,20.761499,0.19947576250000001,0.22346959,0.01671369745,51314.46260664349,22529.14679109476,0.1362720305,0.11506667825,0.14264480000000002,0.004490314479999999,0.033028325825,0.004178299375,0.0024680928374999998,0.9663297525,0.021588128625,0.0019367149125,3.352594075,596.89685,0.20022357500000001,0.116217234,0.19944863,0.5061846075,0.64491953,85.5973625,0.14334194,0.050293526750000005,17.84037595,17.263165400000002,-0.0070553279295,10.1082084,Nebraska ,NE ,State; counties
Lincoln,31.0,116.2,28101.0,66718.5938,20.148954,0.20224621999999998,0.223830162,0.03874101272,53456.60049208334,26224.952800876774,0.11905763440000001,0.0889964324,0.10995772560000001,0.014469519359999999,0.06411370120000001,0.01014424216,0.009311527253999998,0.942534814,0.026995181,0.009476442540000001,3.3594431799999995,640.97606,0.244910402,0.14396106400000003,0.215474298,0.494314648,0.657019736,84.305269,0.010708378000000001,0.10252809459999998,86.85082580000001,78.68809599999999,-0.004747860420000001,48.4178693,Nebraska ,NE ,State; counties
McCook,31.0,86.5,28607.0,55171.710999999996,16.475852500000002,0.14294014,0.1660199625,0.03076017775,46180.394911804615,21067.11386644824,0.117155406,0.13155699825,0.1510109025,0.004257181824999999,0.05045185575,0.0018784230799999998,0.002688890175,0.96499744,0.024518123750000002,0.0018257018000000002,3.7717330250000005,593.5787366666667,0.2847725565,0.11550950175000001,0.15846277450000001,0.5707728925,0.6167936775,84.0696355,0.41942221375000005,0.063646161,6.3262809,6.598718175,0.005930921349999999,3.5155638000000002,Nebraska ,NE ,State; counties
Nebraska City,31.0,127.0,28102.0,57824.37019999999,21.0411302,0.16686615999999999,0.173068208,0.02421830866,48437.675180911,20679.28529394968,0.136566638,0.10190610559999999,0.12912321,0.01654640898,0.0370102814,0.0034866142200000007,0.002527123522,0.958183358,0.01682650578,0.0035533433600000003,2.8989706600000003,542.168286,0.2114404044,0.13563212200000002,0.20979220999999998,0.507619046,0.6047066899999999,83.6977492,,0.07657882379999999,15.7639176,15.994470539999998,-0.0067055267000000005,7.788455259999999,Nebraska ,NE ,State; counties
North Platte,31.0,113.66666666666667,28306.0,56547.937333333335,25.547625,0.16296909666666667,0.20572695,0.007348482399999999,52685.454787624934,21625.044833056836,0.07981727266666667,0.12111780166666668,0.19481369666666667,0.008654440933333334,0.030817577400000004,0.0030830208,0.0027376526333333334,0.95860676,0.0258048411,0.00355496525,3.4555656999999997,650.593995,0.2396185266666667,0.11762123299999999,0.15311179433333333,0.4555793433333333,0.6385603933333334,84.22438799999999,-0.008126695333333342,0.04986958733333333,5.37234625,5.161160530000001,0.008703683499999998,2.830761623333333,Nebraska ,NE ,State; counties
O'Neill,31.0,95.66666666666667,27001.0,51600.967333333334,16.997799666666666,0.1412421766666667,0.17638596333333334,0.0088694053,46671.24743651174,19723.81669238346,0.09625891233333334,0.16272209,0.17240621666666667,0.0018732593333333333,0.0174284308,0.003609071533333333,0.00046195045,0.9878884366666666,0.00461169465,0.001588445,3.26870585,584.21234,0.15768316666666668,0.090739244,0.13897535000000003,0.5513551433333334,0.6436485433333333,85.42055233333333,0.3142349133333333,0.03165513666666667,3.211733033333333,3.614626766666667,-0.0015043414333333332,1.7721837933333333,Nebraska ,NE ,State; counties
Ord,31.0,109.5,27002.0,48291.92675,18.389084750000002,0.141457675,0.13331830825000002,0.00915231535,49196.30985915493,18188.25058685446,0.151699835,0.143834725,0.1556590475,0.0035201569000000003,0.016632357075,0.001605250323333333,0.00275743865,0.97822337,0.0129101491,0.00084925962,3.4446670666666663,525.3215933333333,0.15585841250000002,0.10351042575000001,0.14200261749999998,0.610691145,0.6086379275,87.47188925,0.30378299750000004,0.02548536375,4.165411300000001,4.383645825,-0.0016311450749999993,2.145202965,Nebraska ,NE ,State; counties
Scottsbluff,31.0,85.0,27701.0,59674.34766666667,19.389838,0.19492672833333333,0.24514917,0.026238614166666663,47704.28135328607,21150.651917547093,0.1533382518333333,0.14650405166666666,0.17126876,0.00693974305,0.09330336,0.003253483326,0.003420043391666666,0.8976922816666666,0.07579516366666665,0.002946023416666667,3.269770416666667,596.000292,0.25962498,0.1480764383333333,0.20879946333333332,0.5525282616666666,0.6237880800000001,79.71900199999999,0.18290382333333333,0.13007650783333333,12.031952965000002,12.233485196666669,0.0041004611549999995,6.122737305000001,Nebraska ,NE ,State; counties
Superior,31.0,149.0,29102.0,53379.99800000001,16.45548,0.14145987,0.1429152,0.0063607474,43707.120681713845,20273.80012394797,0.14967182499999998,0.10884398,0.14953001500000002,0.0038199438499999993,0.018046331999999998,0.00219688855,0.0010910881,0.98309362,0.009954998699999999,0.001300301395,3.3049956500000004,508.093995,0.269326285,0.1055488785,0.17610518,0.6271455,0.59960884,87.26931350000001,,0.0329970235,8.4675276,9.6723704,0.0009341879799999999,4.6587305,Nebraska ,NE ,State; counties
Valentine,31.0,50.5,28304.0,54296.221750000004,17.883338249999998,0.18865037750000002,0.19976696500000002,0.00519942375,44283.80592508314,18942.476982321023,0.09877099999999998,0.10659770099999999,0.13964649750000002,0.0020396079,0.020050825999999997,0.0027448604,0.0004050397,0.96408735,0.011596815825,0.00365572165,3.008997,732.9472466666666,0.2472156725,0.10135125750000001,0.1719047,0.617267365,0.67828332,88.18752075,-0.16241379849999998,0.049413012500000006,0.8532921325,0.9250754849999999,-0.0050300887125,0.488283425,Nebraska ,NE ,State; counties
